passage_titre,ordre,niveau,difficulte,competence,question,options_json,answer_index,explication
Simulation CE 076 - Courriel service des etudes,1,B1,facile,information explicite,Quel mode de depot devient obligatoire ?,"[""Depot papier"", ""Depot sur la plateforme"", ""Depot par courriel"", ""Depot oral""]",1,La plateforme numerique devient la procedure standard.
Simulation CE 076 - Courriel service des etudes,2,B1,moyen,condition,Quand le depot par courriel reste-t-il accepte ?,"[""Quand l'etudiant est en retard"", ""En cas de panne officielle"", ""Quand le fichier est trop lourd"", ""Quand le professeur le demande oralement""]",1,Exception explicitement mentionnee: panne officielle.
Simulation CE 076 - Courriel service des etudes,3,B1,moyen,detail technique,Quel format est demande pour les travaux ?,"[""DOCX"", ""PDF"", ""TXT"", ""PPTX""]",1,Le texte impose le format PDF.
Simulation CE 076 - Courriel service des etudes,4,B1,moyen,consequence,"Sans confirmation de depot, le travail est...","[""corrige plus tard"", ""considere non remis"", ""transmis automatiquement"", ""accepte avec penalite""]",1,La regle est indiquee explicitement.
Simulation CE 076 - Courriel service des etudes,5,B1,moyen,information explicite,Quel delai supplementaire est prevu en cas de panne ?,"[""12 heures"", ""24 heures"", ""36 heures"", ""72 heures""]",2,Le delai est donne dans le deuxieme paragraphe.
Simulation CE 076 - Courriel service des etudes,6,B1,difficile,intention,Le ton du message est principalement...,"[""humoristique"", ""normatif et informatif"", ""promotionnel"", ""personnel""]",1,Il s'agit d'un courriel administratif avec consignes.
Simulation CE 076 - Courriel service des etudes,7,B1,difficile,inference,Pourquoi l'atelier est-il propose ?,"[""Pour remplacer la plateforme"", ""Pour aider a appliquer la procedure"", ""Pour supprimer les examens"", ""Pour distribuer les notes""]",1,L'objectif est d'accompagner les etudiants.
Simulation CE 076 - Courriel service des etudes,8,B1,difficile,detail planning,Ou se tient l'atelier mentionne ?,"[""Salle A101"", ""Salle B204"", ""Bibliotheque centrale"", ""En ligne uniquement""]",1,La salle est mentionnee en fin de message.
Simulation CE 077 - Tribune evaluation continue,1,B2,facile,these,Quelle position generale defend le texte ?,"[""Une opposition stricte entre formats"", ""Une approche nuancee et hybride"", ""La suppression du suivi humain"", ""Le rejet du numerique""]",1,La conclusion promeut un modele hybride encadre.
Simulation CE 077 - Tribune evaluation continue,2,B2,moyen,information chiffree,Quel pourcentage d'etudiants dit mieux organiser son travail ?,"[""75%"", ""41%"", ""50%"", ""90%""]",0,Le deuxieme paragraphe cite explicitement cette valeur.
Simulation CE 077 - Tribune evaluation continue,3,B2,moyen,inference,Que montre surtout la comparaison des deux pourcentages ?,"[""Que la technologie suffit toujours"", ""Que les effets dependent du cadre pedagogique"", ""Que le suivi humain est inutile"", ""Que le presentiel est obsolete""]",1,Le texte insiste sur les conditions de mise en oeuvre.
Simulation CE 077 - Tribune evaluation continue,4,B2,moyen,relation logique,"Dans ce texte, l'expression 'En revanche' introduit...","[""une cause"", ""une opposition"", ""une conclusion"", ""une illustration""]",1,Connecteur d'opposition.
Simulation CE 077 - Tribune evaluation continue,5,B2,difficile,lexique en contexte,"Dans le texte, 'binaire' renvoie a...","[""une analyse en deux positions extremes"", ""une methode mathematique"", ""une categorie administrative"", ""un modele obligatoire""]",0,Le premier paragraphe critique une opposition trop simple.
Simulation CE 077 - Tribune evaluation continue,6,B2,difficile,intention argumentative,Pourquoi l'auteur mentionne-t-il les dispositifs hybrides ?,"[""Pour refuser toute innovation"", ""Pour proposer une solution operationnelle"", ""Pour supprimer les cours en presentiel"", ""Pour defendre uniquement le distanciel""]",1,Ils sont presentes comme reponse pragmatique au debat.
Simulation CE 077 - Tribune evaluation continue,7,B2,difficile,coherence globale,Quelle idee structure l'ensemble du texte ?,"[""La neutralite impossible"", ""La superiorite absolue du numerique"", ""La reussite depend de l'articulation outils + accompagnement"", ""Le rejet des donnees quantitatives""]",2,"L'argument central relie technologie, methode et suivi humain."
Simulation CE 077 - Tribune evaluation continue,8,B2,difficile,objectif communicatif,L'objectif principal de cette tribune est de...,"[""presenter une position nuancee fondee sur des arguments"", ""donner un mode d'emploi technique"", ""raconter une experience personnelle"", ""annoncer une reforme officielle""]",0,Le texte argumente et nuance plutot qu'il ne prescrit une procedure.
Simulation CE 078 - Annonce maison des associations,1,A2,facile,information explicite,A partir de quelle date les nouveaux horaires commencent-ils ?,"[""Le 15 mars"", ""Le 16 mars"", ""Le 15 juillet"", ""Le 1 mars""]",0,La date est annoncee dans la premiere phrase.
Simulation CE 078 - Annonce maison des associations,2,A2,facile,information explicite,A quelle heure le centre ferme-t-il le mardi et le jeudi ?,"[""18h"", ""19h"", ""20h"", ""21h""]",2,Le texte indique 12h-20h pour mardi/jeudi.
Simulation CE 078 - Annonce maison des associations,3,A2,facile,repere temporel,A quelle heure commence l'atelier de conversation ?,"[""17h"", ""17h30"", ""18h"", ""16h30""]",1,L'horaire exact est precise dans le dernier paragraphe.
Simulation CE 078 - Annonce maison des associations,4,A2,moyen,selection d'information,Quel document n'est pas demande pour l'inscription ?,"[""Piece d'identite"", ""Justificatif de domicile"", ""Photo d'identite"", ""Document recent""]",2,La photo n'est pas mentionnee.
Simulation CE 078 - Annonce maison des associations,5,A2,moyen,inference simple,Pourquoi faut-il reserver l'atelier ?,"[""Parce qu'il est obligatoire"", ""Parce que les places sont limitees"", ""Parce qu'il est reserve aux enfants"", ""Parce qu'il est payant""]",1,Le texte mentionne une limite de 28 participants.
Simulation CE 078 - Annonce maison des associations,6,A2,moyen,comprehension globale,Le but principal du document est de...,"[""presenter un roman"", ""annoncer des informations pratiques"", ""recruter des animateurs"", ""vendre un abonnement premium""]",1,C'est une annonce de service (horaires et inscription).
Simulation CE 078 - Annonce maison des associations,7,A2,moyen,detail pratique,Comment peut-on reserver l'atelier ?,"[""Seulement en ligne"", ""A l'accueil ou par telephone"", ""Par courrier uniquement"", ""Pendant l'atelier seulement""]",1,Le texte donne ces deux modalites.
Simulation CE 078 - Annonce maison des associations,8,A2,difficile,repere de planning,Quel jour est reserve aux activites en famille ?,"[""Mardi"", ""Jeudi"", ""Vendredi"", ""Samedi""]",3,Les samedis sont reserves aux activites en famille.
Simulation CE 079 - Courriel secretariat des licences,1,B1,facile,information explicite,Quel mode de depot devient obligatoire ?,"[""Depot papier"", ""Depot sur la plateforme"", ""Depot par courriel"", ""Depot oral""]",1,La plateforme numerique devient la procedure standard.
Simulation CE 079 - Courriel secretariat des licences,2,B1,moyen,condition,Quand le depot par courriel reste-t-il accepte ?,"[""Quand l'etudiant est en retard"", ""En cas de panne officielle"", ""Quand le fichier est trop lourd"", ""Quand le professeur le demande oralement""]",1,Exception explicitement mentionnee: panne officielle.
Simulation CE 079 - Courriel secretariat des licences,3,B1,moyen,detail technique,Quel format est demande pour les travaux ?,"[""DOCX"", ""PDF"", ""TXT"", ""PPTX""]",1,Le texte impose le format PDF.
Simulation CE 079 - Courriel secretariat des licences,4,B1,moyen,consequence,"Sans confirmation de depot, le travail est...","[""corrige plus tard"", ""considere non remis"", ""transmis automatiquement"", ""accepte avec penalite""]",1,La regle est indiquee explicitement.
Simulation CE 079 - Courriel secretariat des licences,5,B1,moyen,information explicite,Quel delai supplementaire est prevu en cas de panne ?,"[""12 heures"", ""24 heures"", ""36 heures"", ""72 heures""]",2,Le delai est donne dans le deuxieme paragraphe.
Simulation CE 079 - Courriel secretariat des licences,6,B1,difficile,intention,Le ton du message est principalement...,"[""humoristique"", ""normatif et informatif"", ""promotionnel"", ""personnel""]",1,Il s'agit d'un courriel administratif avec consignes.
Simulation CE 079 - Courriel secretariat des licences,7,B1,difficile,inference,Pourquoi l'atelier est-il propose ?,"[""Pour remplacer la plateforme"", ""Pour aider a appliquer la procedure"", ""Pour supprimer les examens"", ""Pour distribuer les notes""]",1,L'objectif est d'accompagner les etudiants.
Simulation CE 079 - Courriel secretariat des licences,8,B1,difficile,detail planning,Ou se tient l'atelier mentionne ?,"[""Salle A101"", ""Salle D118"", ""Bibliotheque centrale"", ""En ligne uniquement""]",1,La salle est mentionnee en fin de message.
Simulation CE 080 - Tribune accompagnement methodologique,1,B2,facile,these,Quelle position generale defend le texte ?,"[""Une opposition stricte entre formats"", ""Une approche nuancee et hybride"", ""La suppression du suivi humain"", ""Le rejet du numerique""]",1,La conclusion promeut un modele hybride encadre.
Simulation CE 080 - Tribune accompagnement methodologique,2,B2,moyen,information chiffree,Quel pourcentage d'etudiants dit mieux organiser son travail ?,"[""60%"", ""44%"", ""50%"", ""90%""]",0,Le deuxieme paragraphe cite explicitement cette valeur.
Simulation CE 080 - Tribune accompagnement methodologique,3,B2,moyen,inference,Que montre surtout la comparaison des deux pourcentages ?,"[""Que la technologie suffit toujours"", ""Que les effets dependent du cadre pedagogique"", ""Que le suivi humain est inutile"", ""Que le presentiel est obsolete""]",1,Le texte insiste sur les conditions de mise en oeuvre.
Simulation CE 080 - Tribune accompagnement methodologique,4,B2,moyen,relation logique,"Dans ce texte, l'expression 'En revanche' introduit...","[""une cause"", ""une opposition"", ""une conclusion"", ""une illustration""]",1,Connecteur d'opposition.
Simulation CE 080 - Tribune accompagnement methodologique,5,B2,difficile,lexique en contexte,"Dans le texte, 'binaire' renvoie a...","[""une analyse en deux positions extremes"", ""une methode mathematique"", ""une categorie administrative"", ""un modele obligatoire""]",0,Le premier paragraphe critique une opposition trop simple.
Simulation CE 080 - Tribune accompagnement methodologique,6,B2,difficile,intention argumentative,Pourquoi l'auteur mentionne-t-il les dispositifs hybrides ?,"[""Pour refuser toute innovation"", ""Pour proposer une solution operationnelle"", ""Pour supprimer les cours en presentiel"", ""Pour defendre uniquement le distanciel""]",1,Ils sont presentes comme reponse pragmatique au debat.
Simulation CE 080 - Tribune accompagnement methodologique,7,B2,difficile,coherence globale,Quelle idee structure l'ensemble du texte ?,"[""La neutralite impossible"", ""La superiorite absolue du numerique"", ""La reussite depend de l'articulation outils + accompagnement"", ""Le rejet des donnees quantitatives""]",2,"L'argument central relie technologie, methode et suivi humain."
Simulation CE 080 - Tribune accompagnement methodologique,8,B2,difficile,objectif communicatif,L'objectif principal de cette tribune est de...,"[""presenter une position nuancee fondee sur des arguments"", ""donner un mode d'emploi technique"", ""raconter une experience personnelle"", ""annoncer une reforme officielle""]",0,Le texte argumente et nuance plutot qu'il ne prescrit une procedure.
Simulation CE 081 - Annonce centre culturel Voltaire,1,A2,facile,information explicite,A partir de quelle date les nouveaux horaires commencent-ils ?,"[""Le 18 juin"", ""Le 19 juin"", ""Le 18 juillet"", ""Le 1 juin""]",0,La date est annoncee dans la premiere phrase.
Simulation CE 081 - Annonce centre culturel Voltaire,2,A2,facile,information explicite,A quelle heure le centre ferme-t-il le mardi et le jeudi ?,"[""18h"", ""19h"", ""20h"", ""21h""]",2,Le texte indique 12h-20h pour mardi/jeudi.
Simulation CE 081 - Annonce centre culturel Voltaire,3,A2,facile,repere temporel,A quelle heure commence l'atelier de conversation ?,"[""17h"", ""17h30"", ""18h"", ""16h30""]",1,L'horaire exact est precise dans le dernier paragraphe.
Simulation CE 081 - Annonce centre culturel Voltaire,4,A2,moyen,selection d'information,Quel document n'est pas demande pour l'inscription ?,"[""Piece d'identite"", ""Justificatif de domicile"", ""Photo d'identite"", ""Document recent""]",2,La photo n'est pas mentionnee.
Simulation CE 081 - Annonce centre culturel Voltaire,5,A2,moyen,inference simple,Pourquoi faut-il reserver l'atelier ?,"[""Parce qu'il est obligatoire"", ""Parce que les places sont limitees"", ""Parce qu'il est reserve aux enfants"", ""Parce qu'il est payant""]",1,Le texte mentionne une limite de 16 participants.
Simulation CE 081 - Annonce centre culturel Voltaire,6,A2,moyen,comprehension globale,Le but principal du document est de...,"[""presenter un roman"", ""annoncer des informations pratiques"", ""recruter des animateurs"", ""vendre un abonnement premium""]",1,C'est une annonce de service (horaires et inscription).
Simulation CE 081 - Annonce centre culturel Voltaire,7,A2,moyen,detail pratique,Comment peut-on reserver l'atelier ?,"[""Seulement en ligne"", ""A l'accueil ou par telephone"", ""Par courrier uniquement"", ""Pendant l'atelier seulement""]",1,Le texte donne ces deux modalites.
Simulation CE 081 - Annonce centre culturel Voltaire,8,A2,difficile,repere de planning,Quel jour est reserve aux activites en famille ?,"[""Mardi"", ""Jeudi"", ""Vendredi"", ""Samedi""]",3,Les samedis sont reserves aux activites en famille.
Simulation CE 082 - Courriel service pedagogique,1,B1,facile,information explicite,Quel mode de depot devient obligatoire ?,"[""Depot papier"", ""Depot sur la plateforme"", ""Depot par courriel"", ""Depot oral""]",1,La plateforme numerique devient la procedure standard.
Simulation CE 082 - Courriel service pedagogique,2,B1,moyen,condition,Quand le depot par courriel reste-t-il accepte ?,"[""Quand l'etudiant est en retard"", ""En cas de panne officielle"", ""Quand le fichier est trop lourd"", ""Quand le professeur le demande oralement""]",1,Exception explicitement mentionnee: panne officielle.
Simulation CE 082 - Courriel service pedagogique,3,B1,moyen,detail technique,Quel format est demande pour les travaux ?,"[""DOCX"", ""PDF"", ""TXT"", ""PPTX""]",1,Le texte impose le format PDF.
Simulation CE 082 - Courriel service pedagogique,4,B1,moyen,consequence,"Sans confirmation de depot, le travail est...","[""corrige plus tard"", ""considere non remis"", ""transmis automatiquement"", ""accepte avec penalite""]",1,La regle est indiquee explicitement.
Simulation CE 082 - Courriel service pedagogique,5,B1,moyen,information explicite,Quel delai supplementaire est prevu en cas de panne ?,"[""12 heures"", ""24 heures"", ""36 heures"", ""72 heures""]",2,Le delai est donne dans le deuxieme paragraphe.
Simulation CE 082 - Courriel service pedagogique,6,B1,difficile,intention,Le ton du message est principalement...,"[""humoristique"", ""normatif et informatif"", ""promotionnel"", ""personnel""]",1,Il s'agit d'un courriel administratif avec consignes.
Simulation CE 082 - Courriel service pedagogique,7,B1,difficile,inference,Pourquoi l'atelier est-il propose ?,"[""Pour remplacer la plateforme"", ""Pour aider a appliquer la procedure"", ""Pour supprimer les examens"", ""Pour distribuer les notes""]",1,L'objectif est d'accompagner les etudiants.
Simulation CE 082 - Courriel service pedagogique,8,B1,difficile,detail planning,Ou se tient l'atelier mentionne ?,"[""Salle A101"", ""Salle C112"", ""Bibliotheque centrale"", ""En ligne uniquement""]",1,La salle est mentionnee en fin de message.
Simulation CE 083 - Tribune apprentissage hybride,1,B2,facile,these,Quelle position generale defend le texte ?,"[""Une opposition stricte entre formats"", ""Une approche nuancee et hybride"", ""La suppression du suivi humain"", ""Le rejet du numerique""]",1,La conclusion promeut un modele hybride encadre.
Simulation CE 083 - Tribune apprentissage hybride,2,B2,moyen,information chiffree,Quel pourcentage d'etudiants dit mieux organiser son travail ?,"[""63%"", ""32%"", ""50%"", ""90%""]",0,Le deuxieme paragraphe cite explicitement cette valeur.
Simulation CE 083 - Tribune apprentissage hybride,3,B2,moyen,inference,Que montre surtout la comparaison des deux pourcentages ?,"[""Que la technologie suffit toujours"", ""Que les effets dependent du cadre pedagogique"", ""Que le suivi humain est inutile"", ""Que le presentiel est obsolete""]",1,Le texte insiste sur les conditions de mise en oeuvre.
Simulation CE 083 - Tribune apprentissage hybride,4,B2,moyen,relation logique,"Dans ce texte, l'expression 'En revanche' introduit...","[""une cause"", ""une opposition"", ""une conclusion"", ""une illustration""]",1,Connecteur d'opposition.
Simulation CE 083 - Tribune apprentissage hybride,5,B2,difficile,lexique en contexte,"Dans le texte, 'binaire' renvoie a...","[""une analyse en deux positions extremes"", ""une methode mathematique"", ""une categorie administrative"", ""un modele obligatoire""]",0,Le premier paragraphe critique une opposition trop simple.
Simulation CE 083 - Tribune apprentissage hybride,6,B2,difficile,intention argumentative,Pourquoi l'auteur mentionne-t-il les dispositifs hybrides ?,"[""Pour refuser toute innovation"", ""Pour proposer une solution operationnelle"", ""Pour supprimer les cours en presentiel"", ""Pour defendre uniquement le distanciel""]",1,Ils sont presentes comme reponse pragmatique au debat.
Simulation CE 083 - Tribune apprentissage hybride,7,B2,difficile,coherence globale,Quelle idee structure l'ensemble du texte ?,"[""La neutralite impossible"", ""La superiorite absolue du numerique"", ""La reussite depend de l'articulation outils + accompagnement"", ""Le rejet des donnees quantitatives""]",2,"L'argument central relie technologie, methode et suivi humain."
Simulation CE 083 - Tribune apprentissage hybride,8,B2,difficile,objectif communicatif,L'objectif principal de cette tribune est de...,"[""presenter une position nuancee fondee sur des arguments"", ""donner un mode d'emploi technique"", ""raconter une experience personnelle"", ""annoncer une reforme officielle""]",0,Le texte argumente et nuance plutot qu'il ne prescrit une procedure.
Simulation CE 084 - Annonce espace municipal Victor-Hugo,1,A2,facile,information explicite,A partir de quelle date les nouveaux horaires commencent-ils ?,"[""Le 21 mars"", ""Le 22 mars"", ""Le 21 juillet"", ""Le 1 mars""]",0,La date est annoncee dans la premiere phrase.
Simulation CE 084 - Annonce espace municipal Victor-Hugo,2,A2,facile,information explicite,A quelle heure le centre ferme-t-il le mardi et le jeudi ?,"[""18h"", ""19h"", ""20h"", ""21h""]",2,Le texte indique 12h-20h pour mardi/jeudi.
Simulation CE 084 - Annonce espace municipal Victor-Hugo,3,A2,facile,repere temporel,A quelle heure commence l'atelier de conversation ?,"[""17h"", ""17h30"", ""18h"", ""16h30""]",1,L'horaire exact est precise dans le dernier paragraphe.
Simulation CE 084 - Annonce espace municipal Victor-Hugo,4,A2,moyen,selection d'information,Quel document n'est pas demande pour l'inscription ?,"[""Piece d'identite"", ""Justificatif de domicile"", ""Photo d'identite"", ""Document recent""]",2,La photo n'est pas mentionnee.
Simulation CE 084 - Annonce espace municipal Victor-Hugo,5,A2,moyen,inference simple,Pourquoi faut-il reserver l'atelier ?,"[""Parce qu'il est obligatoire"", ""Parce que les places sont limitees"", ""Parce qu'il est reserve aux enfants"", ""Parce qu'il est payant""]",1,Le texte mentionne une limite de 19 participants.
Simulation CE 084 - Annonce espace municipal Victor-Hugo,6,A2,moyen,comprehension globale,Le but principal du document est de...,"[""presenter un roman"", ""annoncer des informations pratiques"", ""recruter des animateurs"", ""vendre un abonnement premium""]",1,C'est une annonce de service (horaires et inscription).
Simulation CE 084 - Annonce espace municipal Victor-Hugo,7,A2,moyen,detail pratique,Comment peut-on reserver l'atelier ?,"[""Seulement en ligne"", ""A l'accueil ou par telephone"", ""Par courrier uniquement"", ""Pendant l'atelier seulement""]",1,Le texte donne ces deux modalites.
Simulation CE 084 - Annonce espace municipal Victor-Hugo,8,A2,difficile,repere de planning,Quel jour est reserve aux activites en famille ?,"[""Mardi"", ""Jeudi"", ""Vendredi"", ""Samedi""]",3,Les samedis sont reserves aux activites en famille.
Simulation CE 085 - Courriel direction des formations,1,B1,facile,information explicite,Quel mode de depot devient obligatoire ?,"[""Depot papier"", ""Depot sur la plateforme"", ""Depot par courriel"", ""Depot oral""]",1,La plateforme numerique devient la procedure standard.
Simulation CE 085 - Courriel direction des formations,2,B1,moyen,condition,Quand le depot par courriel reste-t-il accepte ?,"[""Quand l'etudiant est en retard"", ""En cas de panne officielle"", ""Quand le fichier est trop lourd"", ""Quand le professeur le demande oralement""]",1,Exception explicitement mentionnee: panne officielle.
Simulation CE 085 - Courriel direction des formations,3,B1,moyen,detail technique,Quel format est demande pour les travaux ?,"[""DOCX"", ""PDF"", ""TXT"", ""PPTX""]",1,Le texte impose le format PDF.
Simulation CE 085 - Courriel direction des formations,4,B1,moyen,consequence,"Sans confirmation de depot, le travail est...","[""corrige plus tard"", ""considere non remis"", ""transmis automatiquement"", ""accepte avec penalite""]",1,La regle est indiquee explicitement.
Simulation CE 085 - Courriel direction des formations,5,B1,moyen,information explicite,Quel delai supplementaire est prevu en cas de panne ?,"[""12 heures"", ""24 heures"", ""36 heures"", ""72 heures""]",2,Le delai est donne dans le deuxieme paragraphe.
Simulation CE 085 - Courriel direction des formations,6,B1,difficile,intention,Le ton du message est principalement...,"[""humoristique"", ""normatif et informatif"", ""promotionnel"", ""personnel""]",1,Il s'agit d'un courriel administratif avec consignes.
Simulation CE 085 - Courriel direction des formations,7,B1,difficile,inference,Pourquoi l'atelier est-il propose ?,"[""Pour remplacer la plateforme"", ""Pour aider a appliquer la procedure"", ""Pour supprimer les examens"", ""Pour distribuer les notes""]",1,L'objectif est d'accompagner les etudiants.
Simulation CE 085 - Courriel direction des formations,8,B1,difficile,detail planning,Ou se tient l'atelier mentionne ?,"[""Salle A101"", ""Salle B117"", ""Bibliotheque centrale"", ""En ligne uniquement""]",1,La salle est mentionnee en fin de message.
Simulation CE 086 - Tribune travail collaboratif en ligne,1,B2,facile,these,Quelle position generale defend le texte ?,"[""Une opposition stricte entre formats"", ""Une approche nuancee et hybride"", ""La suppression du suivi humain"", ""Le rejet du numerique""]",1,La conclusion promeut un modele hybride encadre.
Simulation CE 086 - Tribune travail collaboratif en ligne,2,B2,moyen,information chiffree,Quel pourcentage d'etudiants dit mieux organiser son travail ?,"[""66%"", ""35%"", ""50%"", ""90%""]",0,Le deuxieme paragraphe cite explicitement cette valeur.
Simulation CE 086 - Tribune travail collaboratif en ligne,3,B2,moyen,inference,Que montre surtout la comparaison des deux pourcentages ?,"[""Que la technologie suffit toujours"", ""Que les effets dependent du cadre pedagogique"", ""Que le suivi humain est inutile"", ""Que le presentiel est obsolete""]",1,Le texte insiste sur les conditions de mise en oeuvre.
Simulation CE 086 - Tribune travail collaboratif en ligne,4,B2,moyen,relation logique,"Dans ce texte, l'expression 'En revanche' introduit...","[""une cause"", ""une opposition"", ""une conclusion"", ""une illustration""]",1,Connecteur d'opposition.
Simulation CE 086 - Tribune travail collaboratif en ligne,5,B2,difficile,lexique en contexte,"Dans le texte, 'binaire' renvoie a...","[""une analyse en deux positions extremes"", ""une methode mathematique"", ""une categorie administrative"", ""un modele obligatoire""]",0,Le premier paragraphe critique une opposition trop simple.
Simulation CE 086 - Tribune travail collaboratif en ligne,6,B2,difficile,intention argumentative,Pourquoi l'auteur mentionne-t-il les dispositifs hybrides ?,"[""Pour refuser toute innovation"", ""Pour proposer une solution operationnelle"", ""Pour supprimer les cours en presentiel"", ""Pour defendre uniquement le distanciel""]",1,Ils sont presentes comme reponse pragmatique au debat.
Simulation CE 086 - Tribune travail collaboratif en ligne,7,B2,difficile,coherence globale,Quelle idee structure l'ensemble du texte ?,"[""La neutralite impossible"", ""La superiorite absolue du numerique"", ""La reussite depend de l'articulation outils + accompagnement"", ""Le rejet des donnees quantitatives""]",2,"L'argument central relie technologie, methode et suivi humain."
Simulation CE 086 - Tribune travail collaboratif en ligne,8,B2,difficile,objectif communicatif,L'objectif principal de cette tribune est de...,"[""presenter une position nuancee fondee sur des arguments"", ""donner un mode d'emploi technique"", ""raconter une experience personnelle"", ""annoncer une reforme officielle""]",0,Le texte argumente et nuance plutot qu'il ne prescrit une procedure.
Simulation CE 087 - Annonce mediatheque des Rives,1,A2,facile,information explicite,A partir de quelle date les nouveaux horaires commencent-ils ?,"[""Le 4 juin"", ""Le 5 juin"", ""Le 4 juillet"", ""Le 1 juin""]",0,La date est annoncee dans la premiere phrase.
Simulation CE 087 - Annonce mediatheque des Rives,2,A2,facile,information explicite,A quelle heure le centre ferme-t-il le mardi et le jeudi ?,"[""18h"", ""19h"", ""20h"", ""21h""]",2,Le texte indique 12h-20h pour mardi/jeudi.
Simulation CE 087 - Annonce mediatheque des Rives,3,A2,facile,repere temporel,A quelle heure commence l'atelier de conversation ?,"[""17h"", ""17h30"", ""18h"", ""16h30""]",1,L'horaire exact est precise dans le dernier paragraphe.
Simulation CE 087 - Annonce mediatheque des Rives,4,A2,moyen,selection d'information,Quel document n'est pas demande pour l'inscription ?,"[""Piece d'identite"", ""Justificatif de domicile"", ""Photo d'identite"", ""Document recent""]",2,La photo n'est pas mentionnee.
Simulation CE 087 - Annonce mediatheque des Rives,5,A2,moyen,inference simple,Pourquoi faut-il reserver l'atelier ?,"[""Parce qu'il est obligatoire"", ""Parce que les places sont limitees"", ""Parce qu'il est reserve aux enfants"", ""Parce qu'il est payant""]",1,Le texte mentionne une limite de 22 participants.
Simulation CE 087 - Annonce mediatheque des Rives,6,A2,moyen,comprehension globale,Le but principal du document est de...,"[""presenter un roman"", ""annoncer des informations pratiques"", ""recruter des animateurs"", ""vendre un abonnement premium""]",1,C'est une annonce de service (horaires et inscription).
Simulation CE 087 - Annonce mediatheque des Rives,7,A2,moyen,detail pratique,Comment peut-on reserver l'atelier ?,"[""Seulement en ligne"", ""A l'accueil ou par telephone"", ""Par courrier uniquement"", ""Pendant l'atelier seulement""]",1,Le texte donne ces deux modalites.
Simulation CE 087 - Annonce mediatheque des Rives,8,A2,difficile,repere de planning,Quel jour est reserve aux activites en famille ?,"[""Mardi"", ""Jeudi"", ""Vendredi"", ""Samedi""]",3,Les samedis sont reserves aux activites en famille.
Simulation CE 088 - Courriel service numerique,1,B1,facile,information explicite,Quel mode de depot devient obligatoire ?,"[""Depot papier"", ""Depot sur la plateforme"", ""Depot par courriel"", ""Depot oral""]",1,La plateforme numerique devient la procedure standard.
Simulation CE 088 - Courriel service numerique,2,B1,moyen,condition,Quand le depot par courriel reste-t-il accepte ?,"[""Quand l'etudiant est en retard"", ""En cas de panne officielle"", ""Quand le fichier est trop lourd"", ""Quand le professeur le demande oralement""]",1,Exception explicitement mentionnee: panne officielle.
Simulation CE 088 - Courriel service numerique,3,B1,moyen,detail technique,Quel format est demande pour les travaux ?,"[""DOCX"", ""PDF"", ""TXT"", ""PPTX""]",1,Le texte impose le format PDF.
Simulation CE 088 - Courriel service numerique,4,B1,moyen,consequence,"Sans confirmation de depot, le travail est...","[""corrige plus tard"", ""considere non remis"", ""transmis automatiquement"", ""accepte avec penalite""]",1,La regle est indiquee explicitement.
Simulation CE 088 - Courriel service numerique,5,B1,moyen,information explicite,Quel delai supplementaire est prevu en cas de panne ?,"[""12 heures"", ""24 heures"", ""36 heures"", ""72 heures""]",2,Le delai est donne dans le deuxieme paragraphe.
Simulation CE 088 - Courriel service numerique,6,B1,difficile,intention,Le ton du message est principalement...,"[""humoristique"", ""normatif et informatif"", ""promotionnel"", ""personnel""]",1,Il s'agit d'un courriel administratif avec consignes.
Simulation CE 088 - Courriel service numerique,7,B1,difficile,inference,Pourquoi l'atelier est-il propose ?,"[""Pour remplacer la plateforme"", ""Pour aider a appliquer la procedure"", ""Pour supprimer les examens"", ""Pour distribuer les notes""]",1,L'objectif est d'accompagner les etudiants.
Simulation CE 088 - Courriel service numerique,8,B1,difficile,detail planning,Ou se tient l'atelier mentionne ?,"[""Salle A101"", ""Salle A309"", ""Bibliotheque centrale"", ""En ligne uniquement""]",1,La salle est mentionnee en fin de message.
Simulation CE 089 - Tribune integration du numerique a l'universite,1,B2,facile,these,Quelle position generale defend le texte ?,"[""Une opposition stricte entre formats"", ""Une approche nuancee et hybride"", ""La suppression du suivi humain"", ""Le rejet du numerique""]",1,La conclusion promeut un modele hybride encadre.
Simulation CE 089 - Tribune integration du numerique a l'universite,2,B2,moyen,information chiffree,Quel pourcentage d'etudiants dit mieux organiser son travail ?,"[""69%"", ""38%"", ""50%"", ""90%""]",0,Le deuxieme paragraphe cite explicitement cette valeur.
Simulation CE 089 - Tribune integration du numerique a l'universite,3,B2,moyen,inference,Que montre surtout la comparaison des deux pourcentages ?,"[""Que la technologie suffit toujours"", ""Que les effets dependent du cadre pedagogique"", ""Que le suivi humain est inutile"", ""Que le presentiel est obsolete""]",1,Le texte insiste sur les conditions de mise en oeuvre.
Simulation CE 089 - Tribune integration du numerique a l'universite,4,B2,moyen,relation logique,"Dans ce texte, l'expression 'En revanche' introduit...","[""une cause"", ""une opposition"", ""une conclusion"", ""une illustration""]",1,Connecteur d'opposition.
Simulation CE 089 - Tribune integration du numerique a l'universite,5,B2,difficile,lexique en contexte,"Dans le texte, 'binaire' renvoie a...","[""une analyse en deux positions extremes"", ""une methode mathematique"", ""une categorie administrative"", ""un modele obligatoire""]",0,Le premier paragraphe critique une opposition trop simple.
