type,theme,niveau,question,options_json,answer_index,explication,lesson_category_slug,lesson_titre
qcm,Voix passive,B2,Transforme au passif: Les etudiants redigent le rapport.,"[""Le rapport est redige par les etudiants."", ""Le rapport redige les etudiants."", ""Les etudiants sont redige le rapport."", ""Le rapport a redige les etudiants.""]",0,La forme passive met l'objet en sujet. Variante supplementaire d'entrainement.,regles-grammaire,Voix active et voix passive
qcm,Voix passive,B2,Transforme: Le jury evalue les copies.,"[""Les copies sont evaluees par le jury."", ""Les copies evaluent le jury."", ""Le jury est evalue par les copies."", ""Les copies ont evalue le jury.""]",0,"Au passif: etre + participe passe, accord avec le sujet. Variante supplementaire d'entrainement.",regles-grammaire,Voix active et voix passive
qcm,Voix passive,B2,Transforme: Les professeurs corrigent les textes.,"[""Les textes sont corriges par les professeurs."", ""Les textes corrigent les professeurs."", ""Les professeurs sont corriges."", ""Les textes ont corrige les professeurs.""]",0,"Au passif: etre + participe passe, accord avec le sujet. Variante supplementaire d'entrainement.",regles-grammaire,Voix active et voix passive
qcm,Voix passive,B2,Choisis la phrase passive.,"[""Le rapport est relu par l'etudiant."", ""L'etudiant relit le rapport."", ""Le rapport relit l'etudiant."", ""L'etudiant est relire le rapport.""]",0,"Au passif: etre + participe passe, accord avec le sujet. Variante supplementaire d'entrainement.",regles-grammaire,Voix active et voix passive
qcm,Voix passive,B2,Transforme: On prepare la salle.,"[""La salle est preparee."", ""La salle prepare on."", ""On est prepare la salle."", ""La salle a prepare on.""]",0,"Au passif: etre + participe passe, accord avec le sujet. Variante supplementaire d'entrainement.",regles-grammaire,Voix active et voix passive
qcm,Voix passive,B2,Transforme: Ils ont publie les resultats.,"[""Les resultats ont ete publies."", ""Les resultats ont publie."", ""Les resultats sont publier."", ""Ils sont publies les resultats.""]",0,"Au passif: etre + participe passe, accord avec le sujet. Variante supplementaire d'entrainement.",regles-grammaire,Voix active et voix passive
qcm,Voix passive,B2,Choisis la bonne transformation passive.,"[""La consigne a ete expliquee par le professeur."", ""La consigne explique le professeur."", ""Le professeur est explique par la consigne."", ""La consigne expliquera le professeur.""]",0,"Au passif: etre + participe passe, accord avec le sujet. Variante supplementaire d'entrainement.",regles-grammaire,Voix active et voix passive
qcm,Voix passive,B2,Transforme a la voix passive: Le jury corrige les copies.,"[""Les copies sont corrigees par le jury."", ""Les copies corrigent le jury."", ""Le jury est corrige par les copies."", ""Les copies ont corrige le jury.""]",0,Passif: etre + participe passe + agent. Variante supplementaire d'entrainement.,regles-grammaire,Voix active et voix passive
qcm,Voix passive,B2,Choisis la phrase a la voix passive.,"[""Le texte est corrige par le professeur."", ""Le professeur corrige le texte."", ""Le texte corrige le professeur."", ""Le professeur est corriger le texte.""]",0,Voix passive: etre + participe passe + agent. Variante supplementaire d'entrainement.,regles-grammaire,Voix active et voix passive
qcm,Voix passive,B2,Transforme au passif: Les etudiants redigent le rapport.,"[""Le rapport est redige par les etudiants."", ""Le rapport redige les etudiants."", ""Les etudiants sont redige le rapport."", ""Le rapport a redige les etudiants.""]",0,La forme passive met l'objet en sujet. Variante supplementaire d'entrainement.,regles-grammaire,Voix active et voix passive
qcm,Voix passive,B2,Transforme: Le jury evalue les copies.,"[""Les copies sont evaluees par le jury."", ""Les copies evaluent le jury."", ""Le jury est evalue par les copies."", ""Les copies ont evalue le jury.""]",0,"Au passif: etre + participe passe, accord avec le sujet. Variante supplementaire d'entrainement.",regles-grammaire,Voix active et voix passive
qcm,Voix passive,B2,Transforme: Les professeurs corrigent les textes.,"[""Les textes sont corriges par les professeurs."", ""Les textes corrigent les professeurs."", ""Les professeurs sont corriges."", ""Les textes ont corrige les professeurs.""]",0,"Au passif: etre + participe passe, accord avec le sujet. Variante supplementaire d'entrainement.",regles-grammaire,Voix active et voix passive
qcm,Voix passive,B2,Choisis la phrase passive.,"[""Le rapport est relu par l'etudiant."", ""L'etudiant relit le rapport."", ""Le rapport relit l'etudiant."", ""L'etudiant est relire le rapport.""]",0,"Au passif: etre + participe passe, accord avec le sujet. Variante supplementaire d'entrainement.",regles-grammaire,Voix active et voix passive
qcm,Voix passive,B2,Transforme: On prepare la salle.,"[""La salle est preparee."", ""La salle prepare on."", ""On est prepare la salle."", ""La salle a prepare on.""]",0,"Au passif: etre + participe passe, accord avec le sujet. Variante supplementaire d'entrainement.",regles-grammaire,Voix active et voix passive
qcm,Voix passive,B2,Transforme: Ils ont publie les resultats.,"[""Les resultats ont ete publies."", ""Les resultats ont publie."", ""Les resultats sont publier."", ""Ils sont publies les resultats.""]",0,"Au passif: etre + participe passe, accord avec le sujet. Variante supplementaire d'entrainement.",regles-grammaire,Voix active et voix passive
qcm,Voix passive,B2,Choisis la bonne transformation passive.,"[""La consigne a ete expliquee par le professeur."", ""La consigne explique le professeur."", ""Le professeur est explique par la consigne."", ""La consigne expliquera le professeur.""]",0,"Au passif: etre + participe passe, accord avec le sujet. Variante supplementaire d'entrainement.",regles-grammaire,Voix active et voix passive
qcm,Voix passive,B2,Transforme a la voix passive: Le jury corrige les copies.,"[""Les copies sont corrigees par le jury."", ""Les copies corrigent le jury."", ""Le jury est corrige par les copies."", ""Les copies ont corrige le jury.""]",0,Passif: etre + participe passe + agent. Variante supplementaire d'entrainement.,regles-grammaire,Voix active et voix passive
qcm,Prepositions,A2,Complete: Je revise ___ deux heures chaque soir.,"[""pendant"", ""depuis"", ""chez"", ""en""]",0,Duree fermee: pendant.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Je reste ___ Paris pendant l'ete.,"[""chez"", ""pour"", ""a"", ""depuis""]",2,Ville: a.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Elle habite ___ France.,"[""dans"", ""en"", ""chez"", ""depuis""]",1,Pays feminin: en.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Nous travaillons ___ la salle 3.,"[""pendant"", ""pour"", ""dans"", ""a""]",2,Interieur: dans.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Il etudie ici ___ lundi.,"[""pour"", ""chez"", ""depuis"", ""a""]",2,Point de depart.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: J'ai revise ___ deux heures.,"[""pour"", ""a"", ""chez"", ""pendant""]",3,Duree fermee.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Ils finiront ___ demain.,"[""depuis"", ""pour"", ""chez"", ""dans""]",1,Objectif temporel.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Je vais ___ mon professeur.,"[""dans"", ""chez"", ""pendant"", ""en""]",1,Chez + personne.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Nous partons ___ deux jours.,"[""en"", ""dans"", ""pour"", ""chez""]",1,Delai futur.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Je revise ___ deux heures chaque soir.,"[""pendant"", ""depuis"", ""chez"", ""en""]",0,Duree fermee: pendant. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Je reste ___ Paris pendant l'ete.,"[""chez"", ""pour"", ""a"", ""depuis""]",2,Ville: a. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Elle habite ___ France.,"[""dans"", ""en"", ""chez"", ""depuis""]",1,Pays feminin: en. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Nous travaillons ___ la salle 3.,"[""pendant"", ""pour"", ""dans"", ""a""]",2,Interieur: dans. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Il etudie ici ___ lundi.,"[""pour"", ""chez"", ""depuis"", ""a""]",2,Point de depart. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: J'ai revise ___ deux heures.,"[""pour"", ""a"", ""chez"", ""pendant""]",3,Duree fermee. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Ils finiront ___ demain.,"[""depuis"", ""pour"", ""chez"", ""dans""]",1,Objectif temporel. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Je vais ___ mon professeur.,"[""dans"", ""chez"", ""pendant"", ""en""]",1,Chez + personne. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Nous partons ___ deux jours.,"[""en"", ""dans"", ""pour"", ""chez""]",1,Delai futur. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Je revise ___ deux heures chaque soir.,"[""pendant"", ""depuis"", ""chez"", ""en""]",0,Duree fermee: pendant. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Je reste ___ Paris pendant l'ete.,"[""chez"", ""pour"", ""a"", ""depuis""]",2,Ville: a. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Elle habite ___ France.,"[""dans"", ""en"", ""chez"", ""depuis""]",1,Pays feminin: en. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Nous travaillons ___ la salle 3.,"[""pendant"", ""pour"", ""dans"", ""a""]",2,Interieur: dans. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Il etudie ici ___ lundi.,"[""pour"", ""chez"", ""depuis"", ""a""]",2,Point de depart. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: J'ai revise ___ deux heures.,"[""pour"", ""a"", ""chez"", ""pendant""]",3,Duree fermee. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Ils finiront ___ demain.,"[""depuis"", ""pour"", ""chez"", ""dans""]",1,Objectif temporel. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Je vais ___ mon professeur.,"[""dans"", ""chez"", ""pendant"", ""en""]",1,Chez + personne. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Nous partons ___ deux jours.,"[""en"", ""dans"", ""pour"", ""chez""]",1,Delai futur. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Je revise ___ deux heures chaque soir.,"[""pendant"", ""depuis"", ""chez"", ""en""]",0,Duree fermee: pendant. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Je reste ___ Paris pendant l'ete.,"[""chez"", ""pour"", ""a"", ""depuis""]",2,Ville: a. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Elle habite ___ France.,"[""dans"", ""en"", ""chez"", ""depuis""]",1,Pays feminin: en. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Nous travaillons ___ la salle 3.,"[""pendant"", ""pour"", ""dans"", ""a""]",2,Interieur: dans. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Il etudie ici ___ lundi.,"[""pour"", ""chez"", ""depuis"", ""a""]",2,Point de depart. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: J'ai revise ___ deux heures.,"[""pour"", ""a"", ""chez"", ""pendant""]",3,Duree fermee. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Ils finiront ___ demain.,"[""depuis"", ""pour"", ""chez"", ""dans""]",1,Objectif temporel. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Je vais ___ mon professeur.,"[""dans"", ""chez"", ""pendant"", ""en""]",1,Chez + personne. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Nous partons ___ deux jours.,"[""en"", ""dans"", ""pour"", ""chez""]",1,Delai futur. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Je revise ___ deux heures chaque soir.,"[""pendant"", ""depuis"", ""chez"", ""en""]",0,Duree fermee: pendant. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Je reste ___ Paris pendant l'ete.,"[""chez"", ""pour"", ""a"", ""depuis""]",2,Ville: a. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Elle habite ___ France.,"[""dans"", ""en"", ""chez"", ""depuis""]",1,Pays feminin: en. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Nous travaillons ___ la salle 3.,"[""pendant"", ""pour"", ""dans"", ""a""]",2,Interieur: dans. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Il etudie ici ___ lundi.,"[""pour"", ""chez"", ""depuis"", ""a""]",2,Point de depart. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: J'ai revise ___ deux heures.,"[""pour"", ""a"", ""chez"", ""pendant""]",3,Duree fermee. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Ils finiront ___ demain.,"[""depuis"", ""pour"", ""chez"", ""dans""]",1,Objectif temporel. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Je vais ___ mon professeur.,"[""dans"", ""chez"", ""pendant"", ""en""]",1,Chez + personne. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Nous partons ___ deux jours.,"[""en"", ""dans"", ""pour"", ""chez""]",1,Delai futur. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Je revise ___ deux heures chaque soir.,"[""pendant"", ""depuis"", ""chez"", ""en""]",0,Duree fermee: pendant. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Je reste ___ Paris pendant l'ete.,"[""chez"", ""pour"", ""a"", ""depuis""]",2,Ville: a. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Elle habite ___ France.,"[""dans"", ""en"", ""chez"", ""depuis""]",1,Pays feminin: en. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Nous travaillons ___ la salle 3.,"[""pendant"", ""pour"", ""dans"", ""a""]",2,Interieur: dans. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Il etudie ici ___ lundi.,"[""pour"", ""chez"", ""depuis"", ""a""]",2,Point de depart. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: J'ai revise ___ deux heures.,"[""pour"", ""a"", ""chez"", ""pendant""]",3,Duree fermee. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Ils finiront ___ demain.,"[""depuis"", ""pour"", ""chez"", ""dans""]",1,Objectif temporel. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Je vais ___ mon professeur.,"[""dans"", ""chez"", ""pendant"", ""en""]",1,Chez + personne. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Nous partons ___ deux jours.,"[""en"", ""dans"", ""pour"", ""chez""]",1,Delai futur. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Je revise ___ deux heures chaque soir.,"[""pendant"", ""depuis"", ""chez"", ""en""]",0,Duree fermee: pendant. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Je reste ___ Paris pendant l'ete.,"[""chez"", ""pour"", ""a"", ""depuis""]",2,Ville: a. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Elle habite ___ France.,"[""dans"", ""en"", ""chez"", ""depuis""]",1,Pays feminin: en. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Nous travaillons ___ la salle 3.,"[""pendant"", ""pour"", ""dans"", ""a""]",2,Interieur: dans. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Il etudie ici ___ lundi.,"[""pour"", ""chez"", ""depuis"", ""a""]",2,Point de depart. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: J'ai revise ___ deux heures.,"[""pour"", ""a"", ""chez"", ""pendant""]",3,Duree fermee. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Ils finiront ___ demain.,"[""depuis"", ""pour"", ""chez"", ""dans""]",1,Objectif temporel. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Je vais ___ mon professeur.,"[""dans"", ""chez"", ""pendant"", ""en""]",1,Chez + personne. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Nous partons ___ deux jours.,"[""en"", ""dans"", ""pour"", ""chez""]",1,Delai futur. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Je revise ___ deux heures chaque soir.,"[""pendant"", ""depuis"", ""chez"", ""en""]",0,Duree fermee: pendant. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Je reste ___ Paris pendant l'ete.,"[""chez"", ""pour"", ""a"", ""depuis""]",2,Ville: a. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Elle habite ___ France.,"[""dans"", ""en"", ""chez"", ""depuis""]",1,Pays feminin: en. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Nous travaillons ___ la salle 3.,"[""pendant"", ""pour"", ""dans"", ""a""]",2,Interieur: dans. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Il etudie ici ___ lundi.,"[""pour"", ""chez"", ""depuis"", ""a""]",2,Point de depart. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: J'ai revise ___ deux heures.,"[""pour"", ""a"", ""chez"", ""pendant""]",3,Duree fermee. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Ils finiront ___ demain.,"[""depuis"", ""pour"", ""chez"", ""dans""]",1,Objectif temporel. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Je vais ___ mon professeur.,"[""dans"", ""chez"", ""pendant"", ""en""]",1,Chez + personne. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Nous partons ___ deux jours.,"[""en"", ""dans"", ""pour"", ""chez""]",1,Delai futur. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Je revise ___ deux heures chaque soir.,"[""pendant"", ""depuis"", ""chez"", ""en""]",0,Duree fermee: pendant. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Je reste ___ Paris pendant l'ete.,"[""chez"", ""pour"", ""a"", ""depuis""]",2,Ville: a. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Elle habite ___ France.,"[""dans"", ""en"", ""chez"", ""depuis""]",1,Pays feminin: en. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Nous travaillons ___ la salle 3.,"[""pendant"", ""pour"", ""dans"", ""a""]",2,Interieur: dans. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Il etudie ici ___ lundi.,"[""pour"", ""chez"", ""depuis"", ""a""]",2,Point de depart. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: J'ai revise ___ deux heures.,"[""pour"", ""a"", ""chez"", ""pendant""]",3,Duree fermee. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Ils finiront ___ demain.,"[""depuis"", ""pour"", ""chez"", ""dans""]",1,Objectif temporel. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Je vais ___ mon professeur.,"[""dans"", ""chez"", ""pendant"", ""en""]",1,Chez + personne. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Nous partons ___ deux jours.,"[""en"", ""dans"", ""pour"", ""chez""]",1,Delai futur. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Je revise ___ deux heures chaque soir.,"[""pendant"", ""depuis"", ""chez"", ""en""]",0,Duree fermee: pendant. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Je reste ___ Paris pendant l'ete.,"[""chez"", ""pour"", ""a"", ""depuis""]",2,Ville: a. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Elle habite ___ France.,"[""dans"", ""en"", ""chez"", ""depuis""]",1,Pays feminin: en. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Nous travaillons ___ la salle 3.,"[""pendant"", ""pour"", ""dans"", ""a""]",2,Interieur: dans. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Il etudie ici ___ lundi.,"[""pour"", ""chez"", ""depuis"", ""a""]",2,Point de depart. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: J'ai revise ___ deux heures.,"[""pour"", ""a"", ""chez"", ""pendant""]",3,Duree fermee. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Ils finiront ___ demain.,"[""depuis"", ""pour"", ""chez"", ""dans""]",1,Objectif temporel. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Je vais ___ mon professeur.,"[""dans"", ""chez"", ""pendant"", ""en""]",1,Chez + personne. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Nous partons ___ deux jours.,"[""en"", ""dans"", ""pour"", ""chez""]",1,Delai futur. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Je revise ___ deux heures chaque soir.,"[""pendant"", ""depuis"", ""chez"", ""en""]",0,Duree fermee: pendant. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Je reste ___ Paris pendant l'ete.,"[""chez"", ""pour"", ""a"", ""depuis""]",2,Ville: a. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Elle habite ___ France.,"[""dans"", ""en"", ""chez"", ""depuis""]",1,Pays feminin: en. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Nous travaillons ___ la salle 3.,"[""pendant"", ""pour"", ""dans"", ""a""]",2,Interieur: dans. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Il etudie ici ___ lundi.,"[""pour"", ""chez"", ""depuis"", ""a""]",2,Point de depart. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: J'ai revise ___ deux heures.,"[""pour"", ""a"", ""chez"", ""pendant""]",3,Duree fermee. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Ils finiront ___ demain.,"[""depuis"", ""pour"", ""chez"", ""dans""]",1,Objectif temporel. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Je vais ___ mon professeur.,"[""dans"", ""chez"", ""pendant"", ""en""]",1,Chez + personne. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Nous partons ___ deux jours.,"[""en"", ""dans"", ""pour"", ""chez""]",1,Delai futur. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Prepositions,A2,Complete: Je revise ___ deux heures chaque soir.,"[""pendant"", ""depuis"", ""chez"", ""en""]",0,Duree fermee: pendant. Variante supplementaire d'entrainement.,regles-grammaire,Prepositions de lieu et de temps
qcm,Subjonctif passe,B2,Je suis content que tu ___ (reussir).,"[""aies reussi"", ""as reussi"", ""auras reussi"", ""avais reussi""]",0,Subjonctif passe: auxiliaire au subjonctif + participe passe.,temps-verbaux,Subjonctif passe
qcm,Subjonctif passe,B2,Je suis ravi que vous ___ reussi.,"[""ayez"", ""avez"", ""auriez"", ""aviez""]",0,Subjonctif passe: que vous ayez + participe passe.,temps-verbaux,Subjonctif passe
qcm,Subjonctif passe,B2,"Bien qu'il ___ en retard, il a participe.","[""soit arrive"", ""est arrive"", ""arrive"", ""etait arrive""]",0,Concession + anteriorite: subjonctif passe.,temps-verbaux,Subjonctif passe
qcm,Subjonctif passe,B2,Je suis content que tu ___ reussi.,"[""aies"", ""as"", ""auras"", ""avais""]",0,Subjonctif passe: auxiliaire au subjonctif + participe passe.,temps-verbaux,Subjonctif passe
qcm,Subjonctif passe,B2,Nous regrettons qu'ils ___ partir tot.,"[""aient du"", ""ont du"", ""doivent"", ""devront""]",0,Subjonctif passe: auxiliaire au subjonctif + participe passe.,temps-verbaux,Subjonctif passe
qcm,Subjonctif passe,B2,"Bien qu'elle ___ en retard, elle a participe.","[""soit arrivee"", ""est arrivee"", ""arrivait"", ""arrivera""]",0,Subjonctif passe: auxiliaire au subjonctif + participe passe.,temps-verbaux,Subjonctif passe
qcm,Subjonctif passe,B2,Il est dommage que vous n'___ pas pu venir.,"[""ayez"", ""avez"", ""aurez"", ""aviez""]",0,Subjonctif passe: auxiliaire au subjonctif + participe passe.,temps-verbaux,Subjonctif passe
qcm,Subjonctif passe,B2,Je doute qu'ils ___ compris la consigne.,"[""aient"", ""ont"", ""auront"", ""avaient""]",0,Subjonctif passe: auxiliaire au subjonctif + participe passe.,temps-verbaux,Subjonctif passe
